78	0.012048047613884168	0.012048047613884168	0.0017306727124833422	0.008653363562416711	0	0	0.004494786048184107	0.010338007910823444	0.0031696390837629954	0.00898064407066182	0.006019382411364594	0.01053391921988804	0.013954786491766676	0.019700875047200014	0.018152750619422807	0.033439277456831486	0.006385899932948051	0.012771799865896102	0.015282730514518596	0.0184666327050433	0.008303385788589156	0.016938907008721877	0.006649378283130527	0.00997406742469579	0.005521201413427562	0.005521201413427562	0.010890036257414835	0.026264205091412245	0	0.014026884862653419	0.016047500601781273	0.010698333734520848	0.006570542069720752	0.022631867129038145	0	0.006558810668998688	0.0230361667818475	0.005759041695461875	0.01505404401802471	0.028100882166979455	0.0038929440389294406	0.017518248175182483	0.008188331627430911	0.0040941658137154556	0.003545344962064809	0.024817414734453664	0.019720365221163896	0.02070638348222209	0.008952017187873001	0.004476008593936501	0.010736433442701802	0.023620153573943967	0.00896571510543681	0.0053794290632620855	0.0034325924654595385	0.01287222174547327	0.008825346394845997	0.02269374787246114	0.008012963193789063	0.02760020655638455	0.009629604154486365	0.01788355057261753	0.015340246671166473	0.009204148002699884	0.009981257416628773	0.01996251483325755	0.008638562543192813	0.022676226675881133	0.01068569267947854	0.009863716319518651	0.004727126616086412	0.007090689924129618	0.03620150903132383	0.03048548128953586	0.009790723289683025	0.011014563700893404	0.013515007801845414	0.02580137853079579	0.018763134193935754	0.015010507355148604	0.015737292136599697	0.015737292136599697	0.024954474944358263	0.05125784042624941	0.03185840707964602	0.03185840707964602	0.014111651385764166	0.020159501979663094
80	0.013252852375272586	0.013855254755966795	0.0034613454249666845	0.012980045343625067	0	0	0.006292700467457749	0.011236965120460267	0.004754458625644493	0.013735102696306314	0.006019382411364594	0.015048456028411485	0.018059135459933345	0.019700875047200014	0.02356672887433838	0.04235641811198655	0.015964749832370128	0.014368274849133115	0.016556291390728478	0.019103413143148243	0.010628333809394118	0.01926385502952684	0.006649378283130527	0.00997406742469579	0.005521201413427562	0.005521201413427562	0.014092988097830961	0.03779483171691031	0	0.014026884862653419	0.018722084035411486	0.010698333734520848	0.008030662529658696	0.027377258623836467	0	0.00874508089199825	0.0230361667818475	0.005759041695461875	0.01906845575616463	0.03060988950331691	0.006812652068126521	0.017518248175182483	0.008188331627430911	0.007164790174002047	0.003545344962064809	0.024817414734453664	0.02218541087380938	0.02267842000433848	0.008952017187873001	0.004476008593936501	0.017178293508322885	0.029203098964148903	0.00986228661598049	0.006276000573805767	0.004290740581824423	0.013730369861838154	0.010086110165538283	0.03277985803799942	0.008903292437543403	0.03027119428764757	0.011005261890841559	0.020634866045327924	0.015340246671166473	0.015340246671166473	0.012199314620324059	0.029943772249886324	0.010798203178991016	0.023756046993780235	0.011507669039438426	0.01643952719919775	0.004727126616086412	0.008272471578151221	0.03620150903132383	0.03239082387013185	0.009790723289683025	0.017133765756945293	0.014129326338292933	0.033787519504613533	0.01970129090363254	0.015010507355148604	0.015737292136599697	0.015737292136599697	0.031024482363256223	0.0647467458015782	0.03716814159292035	0.035398230088495575	0.016933981662917	0.02338502229640919
82	0.013252852375272586	0.021686485704991508	0.006922690849933369	0.02249874526228345	0	0	0.00719165767709457	0.0125854009349155	0.005811004986898825	0.024828839489476798	0.006019382411364594	0.015048456028411485	0.019700875047200014	0.02052174484083335	0.02802529920191591	0.0464965191304514	0.03033302468150324	0.015964749832370128	0.01782985226693836	0.020376974019358125	0.012289010967111949	0.022917344776506067	0.006649378283130527	0.011636411995478421	0.005521201413427562	0.005521201413427562	0.016014759202080637	0.04420073539774256	0.007013442431326709	0.017533606078316773	0.0227339591858568	0.012035625451335954	0.0105858733345501	0.032487680233619275	0.004372540445999125	0.00874508089199825	0.0230361667818475	0.017277125086385625	0.024086470428839532	0.03261709537238687	0.009732360097323601	0.019464720194647202	0.011258955987717503	0.008188331627430911	0.010636034886194426	0.02659008721548607	0.023171429134867576	0.02662249304857126	0.008952017187873001	0.008952017187873001	0.019325580196863243	0.03564495902976998	0.012552001147611534	0.008069143594893129	0.007723333047283962	0.019737406676392344	0.012607637706922853	0.036562149350076276	0.012464609412560765	0.03205185277515625	0.012380919627196754	0.024417924820304707	0.01687427133828312	0.01840829600539977	0.01441737182401934	0.033270858055429245	0.010798203178991016	0.023756046993780235	0.011507669039438426	0.019727432639037302	0.007090689924129618	0.01181781654021603	0.0428702080634098	0.03429616645072784	0.015909925345734915	0.024476808224207565	0.02027251170276812	0.03685911218685113	0.02533023116181327	0.022515761032722903	0.020983056182132927	0.018360174159366312	0.039117825588453496	0.07014230795170973	0.049557522123893805	0.03716814159292035	0.019756311940069833	0.029029682850714854
84	0.015060059517355211	0.025903302369850965	0.006922690849933369	0.03028677246845849	0	0	0.008989572096368213	0.01483279395900755	0.007395824528780322	0.031696390837629956	0.009029073617046891	0.015048456028411485	0.019700875047200014	0.02134261463446668	0.030254584365704676	0.056369067712944504	0.0383153995976883	0.01915769979884415	0.020376974019358125	0.021650534895568008	0.014281823556373346	0.027567240818115995	0.00831172285391316	0.014961101137043686	0.011042402826855124	0.005521201413427562	0.021139482146746442	0.04932545834240837	0.018702513150204558	0.019871420222092345	0.02407125090267191	0.016047500601781273	0.01350611425442599	0.03905822230334002	0.004372540445999125	0.00874508089199825	0.0230361667818475	0.020156645934116563	0.028100882166979455	0.03713330857779428	0.014598540145985401	0.019464720194647202	0.012282497441146366	0.008188331627430911	0.021272069772388852	0.028362759696518473	0.02662249304857126	0.034510639137036815	0.008952017187873001	0.0134280257818095	0.023620153573943967	0.039080617731434564	0.012552001147611534	0.00896571510543681	0.008581481163648846	0.024886295374581653	0.013868401477615139	0.04223558631819156	0.016916255631332464	0.04095514521269966	0.017195721704439934	0.029576641331636688	0.01840829600539977	0.026078419340983004	0.018853486231409908	0.04158857256928657	0.015117484450587422	0.029155148583275742	0.012329645399398313	0.02712521987867629	0.007090689924129618	0.014181379848259236	0.05049157838579377	0.0419175367731118	0.018357606168155672	0.02570064863541794	0.02887297121303338	0.04054502340553624	0.03189732812969078	0.02908285800060042	0.020983056182132927	0.02360593820489954	0.04721116881365077	0.07823565117690699	0.05486725663716814	0.04247787610619469	0.022578642217222666	0.032658393207054215
86	0.01987927856290888	0.029517716654016216	0.010384036274900053	0.03115210882470016	0	0.00687096330905593	0.011236965120460265	0.017529665587918016	0.008452370890034654	0.03645084946327445	0.015048456028411485	0.015048456028411485	0.02298435422173335	0.023805224015366683	0.03726090916618366	0.06528620836809956	0.044701299530636354	0.01915769979884415	0.021013754457463066	0.03120224146714213	0.018267448734896143	0.031552865996638785	0.01994813484939158	0.023272823990956846	0.011042402826855124	0.005521201413427562	0.03395128950841095	0.05509077165515739	0.028053769725306838	0.026884862653419054	0.02407125090267191	0.03744416807082297	0.017156415404270854	0.046358824603029744	0.004372540445999125	0.0174901617839965	0.0230361667818475	0.0230361667818475	0.03211529390511938	0.04767113939041158	0.02141119221411192	0.02141119221411192	0.012282497441146366	0.014329580348004094	0.021272069772388852	0.03190810465858328	0.031059575223333136	0.038947721311798696	0.011936022917164	0.0134280257818095	0.028344184288732758	0.04509302045934757	0.012552001147611534	0.00986228661598049	0.010297777396378615	0.032609628421865614	0.015129165248307425	0.06051666099322969	0.02047757260634983	0.044516462187717015	0.023042267083949512	0.03164012793616948	0.01840829600539977	0.042952690679266124	0.02828022934711486	0.049351772782220055	0.029155148583275742	0.03779371112646855	0.014795574479277976	0.031235101678475728	0.007090689924129618	0.014181379848259236	0.05716027741787973	0.04763356451489978	0.02080528699057643	0.04283441439236324	0.03501615657750857	0.044230934624221355	0.03189732812969078	0.035649954968477934	0.020983056182132927	0.02622882022766616	0.05193228569501585	0.08767788493963714	0.06017699115044248	0.05486725663716814	0.02701373265274855	0.03628710356339357
88	0.02409609522776834	0.033132130938181466	0.014710718056108409	0.03115210882470016	0	0.01374192661811186	0.01483279395900755	0.019777058612010068	0.01162200997379765	0.04173358126954611	0.02106783843977608	0.015048456028411485	0.02298435422173335	0.02955131257080002	0.045541111203113355	0.0777065114234941	0.04629777451387337	0.01915769979884415	0.021650534895568008	0.03884360672440143	0.020592396755701105	0.034542084880530885	0.01994813484939158	0.024935168561739475	0.011042402826855124	0.016563604240282685	0.045481916133909006	0.05957490423173997	0.030391583869082407	0.028053769725306838	0.02407125090267191	0.03878145978763808	0.020806716554115715	0.05511954736265742	0.004372540445999125	0.028421512898994316	0.0230361667818475	0.028795208477309375	0.03462430124145683	0.06423058781023876	0.02141119221411192	0.02141119221411192	0.012282497441146366	0.019447287615148412	0.023044742253421256	0.042544139544777704	0.03451063913703682	0.047328876530793346	0.01417402721413225	0.016412031511100503	0.03263875766581348	0.05196433786267672	0.013448572658155215	0.011655429637067852	0.012014073629108384	0.034325924654595386	0.023954511643153424	0.0693420073880757	0.02314856033761285	0.05163909613775174	0.0261374969907487	0.03955015992021185	0.021476345339633062	0.05215683868196601	0.038261486763743635	0.060996573101620294	0.030234968901174844	0.04427263303386317	0.021371385358957076	0.03616695983823505	0.008272471578151221	0.014181379848259236	0.06001829128877372	0.05049157838579377	0.029372169869049072	0.050177456859625505	0.043616616087773834	0.05528866828027669	0.03189732812969078	0.04127889522665866	0.020983056182132927	0.02622882022766616	0.0647467458015782	0.09914345450866663	0.06371681415929203	0.07079646017699115	0.030239252969494645	0.03789986372176662
90	0.031324923796098844	0.03915615474512355	0.02422941797476679	0.04326681781208355	0	0.037790298199807615	0.016181229773462785	0.02876663070837828	0.022715746766968133	0.048072859437072096	0.02106783843977608	0.015048456028411485	0.02298435422173335	0.035297401126233356	0.0496812122215782	0.0878975293150999	0.04789424949711038	0.01915769979884415	0.02292409577177789	0.04584819154355578	0.0225852093449625	0.04151692894294578	0.023272823990956842	0.03490923598643527	0.011042402826855124	0.019324204946996465	0.05445018128707417	0.06598080791257223	0.03389830508474576	0.031560490940970194	0.025408542619487016	0.04279333493808339	0.025187077933929547	0.06607045081219201	0.004372540445999125	0.03279405334499344	0.03455425017277125	0.040313291868233125	0.03763511004506177	0.0727612127537861	0.02335766423357664	0.02141119221411192	0.012282497441146366	0.022517911975435005	0.02659008721548607	0.042544139544777704	0.03944073044232779	0.05225896783608432	0.019396037240391503	0.019396037240391503	0.03822170305601842	0.06055348461683817	0.015241715679242577	0.01703485870032994	0.016304814210932807	0.03861666523641981	0.026476039184537992	0.07438506247084484	0.02492921882512153	0.06321337630655817	0.029920555765725484	0.043677133129277436	0.024544394673866356	0.058292937350432596	0.04103405826836275	0.07264137342102053	0.030234968901174844	0.05291119557705598	0.024659290798796626	0.044386723437833925	0.010636034886194426	0.017726724810324043	0.06097096257907172	0.05811294870817773	0.036715212336311344	0.05507281850446702	0.046688208770011425	0.07064663169146466	0.0384644250975683	0.04503152206544581	0.02360593820489954	0.02622882022766616	0.07014230795170973	0.11128346934646252	0.06371681415929203	0.09380530973451327	0.035077533444613784	0.04556047447403859
92	0.03433693569956989	0.04518017855206564	0.032017445180941836	0.051920181374500274	0	0.05153222481791947	0.018878101402373247	0.04090255303847537	0.030111571295748457	0.05229904488208943	0.02106783843977608	0.019562992836934932	0.02298435422173335	0.0410434896816667	0.05859835287673327	0.09777007789759301	0.05108719946358441	0.031929499664740256	0.024834437086092717	0.051579215486500254	0.026902969955028864	0.047495366710729965	0.02825985770330474	0.048207992552696324	0.011042402826855124	0.022084805653710248	0.0602154945998232	0.07751143453807029	0.03623611922852133	0.04792518994739918	0.029420417769932334	0.06151541897349488	0.02993246942872787	0.08103668552655593	0.004372540445999125	0.03935286401399213	0.03743377102050219	0.046072333563695	0.042151323250469185	0.08580805090274084	0.02335766423357664	0.02238442822384428	0.012282497441146366	0.03172978505629478	0.028362759696518473	0.04608948450684251	0.04584984913920606	0.05472401348872981	0.023872045834328	0.020888040105037003	0.04079844708226685	0.06871317403329152	0.016138287189786257	0.026000573805766748	0.02059555479275723	0.044623702050974004	0.03277985803799942	0.0781673537829217	0.03383251126266493	0.0685553517690842	0.03507927227705747	0.0522749939814974	0.03221451800944959	0.06289501135178253	0.049351772782220055	0.08262263083764931	0.03239460953697305	0.05507083621285418	0.031235101678475728	0.04931858159759325	0.012999598194237634	0.022453851426410456	0.06763966161115768	0.0647816477402637	0.037939052747521726	0.07465426508383308	0.04975980145224902	0.08784755071199518	0.048784148904232966	0.0534749324527169	0.02885170225043278	0.02622882022766616	0.0816078775207392	0.13893572536588655	0.06548672566371681	0.10442477876106195	0.03991581391973292	0.05483384538468362
94	0.03614414284165251	0.053011409501090345	0.033748117893425175	0.05538152679946695	0.00687096330905593	0.05496770647244744	0.022024451636102123	0.04674577490111471	0.034337756740765786	0.054940410785225255	0.02106783843977608	0.027087220851140674	0.02544696360263335	0.0459687084434667	0.06751549353188832	0.10413946407984662	0.05108719946358441	0.031929499664740256	0.0337493632195619	0.054763117677024964	0.030224324270464523	0.05413807534160129	0.0365715805572179	0.05651971540660948	0.011042402826855124	0.022084805653710248	0.06662139828065546	0.09224501300398447	0.038573933372296906	0.05376972530683811	0.05081708523897403	0.07622562785846104	0.03577295126847965	0.09563789012593539	0.004372540445999125	0.052470485351989504	0.040313291868233125	0.05759041695461875	0.050681948194016516	0.0988548890516956	0.025304136253041364	0.027250608272506083	0.01842374616171955	0.0481064483111566	0.028362759696518473	0.04963482946890733	0.05127294957502613	0.0576820682719044	0.023872045834328	0.026856051563619	0.04509302045934757	0.07515503409891261	0.01703485870032994	0.035862860421747245	0.029177035956406076	0.05406333133098773	0.049169787056999134	0.08510155452172927	0.03561316975017361	0.07389732723161024	0.03783058774976786	0.059153282663273375	0.04908878934773271	0.07670123335583237	0.055451430092382084	0.08816777384688751	0.03995335176226676	0.058310297166551485	0.034523007118315276	0.0526064870374328	0.014181379848259236	0.035453449620648086	0.07240301806264766	0.0857404161268196	0.056296658915677394	0.08077346713988495	0.05098843852514406	0.09706232875870796	0.05910387271089763	0.06379465625938158	0.031474584273199394	0.031474584273199394	0.09037566601470291	0.16119241923517907	0.0743362831858407	0.12389380530973451	0.044350904355258805	0.06692954657248147
96	0.03915615474512355	0.05542101902386718	0.034613454249666845	0.058842872224433636	0.01374192661811186	0.05496770647244744	0.023822366055375764	0.05303847536857245	0.03962048854703744	0.06444932803651424	0.027087220851140674	0.033106603262505266	0.030372182364433353	0.05007305741163337	0.08025426589639556	0.11273813542588901	0.05108719946358441	0.03512244963121428	0.041390728476821195	0.05794701986754967	0.03387781401744375	0.06343786742482115	0.03823392512800053	0.05818205997739211	0.022084805653710248	0.022084805653710248	0.06854316938490512	0.10505682036564898	0.03974284044418469	0.05961426066627703	0.05349166867260424	0.0869239615929819	0.043803613798138345	0.10768388392042344	0.013117621337997376	0.06340183646698733	0.04319281271596406	0.05759041695461875	0.07075400688471613	0.10788731546251042	0.025304136253041364	0.03309002433090024	0.023541453428863872	0.05322415557830092	0.038998794582712895	0.056725519393036945	0.059654104794020786	0.0739513695793646	0.026856051563619	0.02909405586058725	0.05024650851184444	0.08546201020390634	0.018828001721417298	0.04034571797446564	0.030035184072770962	0.07036814554192053	0.05799513345184513	0.0914053733751907	0.044516462187717015	0.08101996118164498	0.04539670529972143	0.07428551776318051	0.059826962017549244	0.0813033073571823	0.06709623041178231	0.1042486885736783	0.046432273669661364	0.0626295784381479	0.04192079435795426	0.060826250637031676	0.014181379848259236	0.04845304781488573	0.08669308741711759	0.11241521225516349	0.06363970138293966	0.08322114796230572	0.06081753510830436	0.1075057438783158	0.06379465625938156	0.07036175322725907	0.031474584273199394	0.04196611236426585	0.10184123558373237	0.18277466783570512	0.08495575221238938	0.14513274336283186	0.047979614711598166	0.07459015732475345
98	0.04518017855206564	0.06505945711497452	0.046728163237050244	0.07528426299302539	0.037790298199807615	0.05496770647244744	0.0296655879180151	0.05618482560230133	0.045959766714563435	0.07131687938466741	0.027087220851140674	0.046650213688075606	0.03365566153896669	0.057460885554333374	0.08948987586066331	0.12579537709950891	0.060666049363006486	0.049490724480347394	0.049668874172185434	0.0674987264391238	0.03985625178522795	0.07140911778186673	0.059844404548174746	0.0681561274020879	0.03036660777385159	0.03036660777385159	0.07494907306573739	0.12299335067197929	0.04324956165984804	0.0701344243132671	0.05616625210623445	0.09494771189387252	0.05584960759262639	0.12118999817484943	0.013117621337997376	0.07433318758198514	0.051831375259156875	0.06046993780234969	0.07828102889372848	0.12043235214419767	0.025304136253041364	0.03795620437956204	0.02661207778915046	0.06448311156601842	0.038998794582712895	0.06204353683613416	0.06606322349089905	0.08627659784259203	0.02984005729291	0.032078061589878255	0.05969456994142201	0.09491007163348393	0.02600057380576675	0.041242289485009326	0.030893332189135845	0.07637518235647472	0.06240780664926812	0.09707881034330598	0.05341975462526043	0.09348457059420573	0.05124325067923101	0.08529077965402208	0.06749708535313248	0.08590538135853225	0.07929554503210637	0.11533897459215472	0.05507083621285418	0.07234796129923982	0.050962534317513034	0.065758108796791	0.018908506464345647	0.055543737739015345	0.09526712902979956	0.14385336483499733	0.0673112226165708	0.09178803084077836	0.07801845412883487	0.12593529997174135	0.06754728309816871	0.09006304413089163	0.031474584273199394	0.05245764045533232	0.11330680515276186	0.2212180481553922	0.11150442477876106	0.17168141592920355	0.05684979558264992	0.08305714815621196
100	0.051204202359007724	0.07409549282538765	0.05538152679946695	0.09432166283034216	0.05496770647244744	0.06183866978150337	0.038655160014383315	0.0633764832793959	0.05018595215958076	0.08346716253909221	0.028592066453981824	0.06922289773069283	0.036939140713500025	0.06895306266520004	0.09808854720670569	0.14968057528295997	0.07822727417861361	0.055876624413295446	0.05412633723892002	0.07959755476311767	0.046831095847642834	0.08602307676978366	0.06981847197287054	0.06981847197287054	0.03312720848056537	0.06073321554770318	0.08583910932315222	0.1454140135548922	0.06078316773816482	0.08883693746347165	0.07221375270801572	0.10163417047794807	0.07227596276692827	0.13725132323416683	0.017490161783996504	0.08307826847398339	0.06046993780234969	0.09214466712739	0.09283327144448571	0.13699180056402482	0.026277372262773723	0.058394160583941604	0.033776867963152504	0.07983623336745138	0.042544139544777704	0.06381620931716656	0.07000729653513182	0.09317872566999941	0.031332060157555505	0.04550608737168775	0.06699534468245924	0.10092247436139694	0.032276574379572515	0.04482857552718405	0.034325924654595386	0.08753110786921822	0.06619009796134498	0.11094721182092111	0.05609074235652344	0.10060720454424046	0.06190459813598377	0.09767169928121883	0.06903111002024913	0.09971160336258207	0.08705874524503987	0.1253202320087835	0.058310297166551485	0.08098652384243263	0.055894392477272355	0.06822403787667067	0.022453851426410456	0.06972511758727458	0.10479384193277952	0.16576480451185122	0.08444498837351609	0.10157875413046139	0.098290965831603	0.1369930336277967	0.0759906934854398	0.10319723806664666	0.031474584273199394	0.06294916854639879	0.14230795170971877	0.2502191947123491	0.12212389380530973	0.18761061946902655	0.06652635653288821	0.09555603938360308
102	0.06144504283080927	0.08011951663232973	0.058842872224433636	0.10037901732403384	0.05496770647244744	0.06183866978150337	0.04359942466738583	0.07056814095649047	0.053883864423970924	0.10248499704167019	0.04063083127671101	0.08728104496478661	0.040222619888033356	0.07305741163336671	0.10541334131629734	0.16464863281125597	0.07982374916185063	0.060666049363006486	0.05731023942944473	0.08787570045848192	0.051148856457709196	0.09598713971609063	0.0731431611144358	0.07646785025600106	0.03864840989399293	0.07453621908127209	0.09865091668481672	0.16783467643780509	0.06779661016949153	0.10637054354178843	0.0869239615929819	0.10698333734520848	0.08541704690636978	0.16097828070815845	0.03060778312199388	0.12680367293397465	0.07198802119327344	0.12381939645243031	0.10688371252797543	0.155558454852922	0.031143552311435525	0.06520681265206812	0.04605936540429888	0.09416581371545547	0.04608948450684251	0.06913422676026376	0.07543039697095191	0.10303890828058135	0.03804607304846025	0.06117211745046551	0.07171937539724804	0.10994107845326645	0.038552574953378285	0.05469086214316454	0.04290740581824423	0.09782888526559685	0.07438506247084484	0.1285979046106131	0.06499403479406685	0.12019444790683595	0.06878288681775974	0.11074044777659318	0.07670123335583236	0.11658587470086519	0.09149485965243044	0.13807406093003138	0.06046993780234969	0.08530580511402902	0.06000427427707179	0.07315589603643	0.035453449620648086	0.08981540570564182	0.12194192515814344	0.18481823031781114	0.09056419042956798	0.11014563700893404	0.10934869948765835	0.15480827118477475	0.08349594716301412	0.13134193935755029	0.036720348318732624	0.09704663484236478	0.16389020031024482	0.2812436770756053	0.1504424778761062	0.20530973451327433	0.07700929756231303	0.11692511148204596
104	0.0638546523535861	0.0921675642462139	0.06749623578685035	0.10989771724269223	0.05496770647244744	0.06527415143603134	0.052588996763754045	0.07865875584322186	0.06286450849463274	0.11040909475107769	0.04815505929091675	0.1023295009931981	0.043506099062566694	0.0820869793633334	0.11369354335322705	0.17897975172132663	0.08301669912832466	0.0766307991953766	0.06049414161996944	0.10697911360163015	0.05812370052012408	0.10395839007313623	0.0731431611144358	0.09309129596382738	0.049690812720848056	0.08005742049469965	0.11210331441456448	0.1908959296888012	0.07597895967270601	0.10987726475745178	0.09762229532750274	0.1123325042124689	0.09819310093082678	0.1858003285271035	0.041539134236991695	0.1639702667249672	0.07486754204100438	0.12669891730016125	0.11792334480786021	0.1746269106090866	0.035036496350364967	0.07493917274939173	0.06141248720573183	0.10440122824974411	0.05318017443097214	0.083315606608523	0.09120668914788302	0.11782918219645427	0.04103007877775125	0.06714012890904751	0.08073797948911755	0.12067751189596826	0.041242289485009326	0.0708291493329508	0.05406333133098773	0.11155925512743499	0.0825800269803447	0.1462485974003051	0.07211666874410158	0.13978169126943144	0.0821955497472229	0.12002613749699076	0.078235258022949	0.12579002270356507	0.1042486885736783	0.1569275471614413	0.0647892190739461	0.10258293020041465	0.06822403787667067	0.08137565963602887	0.04845304781488573	0.10990569382400908	0.14004267967380535	0.20196631354317507	0.09301187125198875	0.11993636029861707	0.11733484046147608	0.17938101264267547	0.08912488742119484	0.15479585709996999	0.04458899438703247	0.11278392697896449	0.1821002225669387	0.31226815943886155	0.1893805309734513	0.2336283185840708	0.08386352823539847	0.13426228318455619
